EMI_TENURE,CREDIT_HISTORY,TRANSACTION_CATEGORY,TRANSACTION_AMOUNT,ACCOUNT_TYPE,ACCOUNT_AGE,STATE,IS_URBAN,IS_STATE_BORDER,HAS_CO_APPLICANT,HAS_GUARANTOR,OWN_REAL_ESTATE,OTHER_INSTALMENT_PLAN,OWN_RESIDENCE,NUMBER_CREDITS,RFM_SCORE,OWN_CAR,SHIP_INTERNATIONAL,IS_DEFAULT
12,EXISTING CREDITS PAID BACK,ELECTRONICS,707,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,YES,YES,2,3,NO,NO,No
24,DELAY IN PAST,RETRAINING,2978,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,YES,NO,No
15,EXISTING CREDITS PAID BACK,USED CAR,4657,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
36,NONE TAKEN,OTHER,2613,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
48,EXISTING CREDITS PAID BACK,ELECTRONICS,10961,above 1000 K USD,4 to 7 YRS,PA,NO,YES,YES,NO,NO,YES,YES,2,3,YES,NO,Yes
12,EXISTING CREDITS PAID BACK,FURNITURE,7865,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,Yes
9,EXISTING CREDITS PAID BACK,ELECTRONICS,1478,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,FURNITURE,3149,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,NO,YES,NO,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,ELECTRONICS,4210,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
9,EXISTING CREDITS PAID BACK,NEW CAR,2507,500 to 1000 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,2,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,2141,100 to 500 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,866,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,YES,YES,NO,YES,1,2,NO,NO,No
4,CRITICAL ACCOUNT,ELECTRONICS,1544,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,3,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1823,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,YES,YES,1,4,NO,NO,Yes
6,EXISTING CREDITS PAID BACK,NEW CAR,14555,UNKNOWN/NONE,TBD,PA,NO,YES,NO,NO,NO,NO,YES,1,1,YES,NO,Yes
21,EXISTING CREDITS PAID BACK,RETRAINING,2767,100 to 500 K USD,above 7 YRS,NY,YES,NO,NO,NO,NO,YES,NO,2,2,NO,NO,Yes
12,CRITICAL ACCOUNT,ELECTRONICS,1291,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
30,EXISTING CREDITS PAID BACK,ELECTRONICS,2522,up to 100 K USD,above 7 YRS,PA,NO,YES,NO,YES,NO,NO,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,915,UNKNOWN/NONE,above 7 YRS,NY,NO,NO,NO,NO,NO,YES,YES,1,3,NO,NO,Yes
6,EXISTING CREDITS PAID BACK,ELECTRONICS,1595,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
48,NONE TAKEN,USED CAR,4605,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
12,CRITICAL ACCOUNT,RETRAINING,1185,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,YES,2,3,NO,NO,No
12,ALL CREDITS PAID BACK,OTHER,3447,500 to 1000 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,RETRAINING,1258,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,3,YES,NO,No
12,CRITICAL ACCOUNT,ELECTRONICS,717,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,3,3,NO,NO,No
6,NONE TAKEN,NEW CAR,1204,100 to 500 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,NO,1,3,NO,YES,No
24,EXISTING CREDITS PAID BACK,FURNITURE,1925,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,433,up to 100 K USD,TBD,CT,NO,NO,YES,NO,YES,NO,NO,1,3,NO,NO,Yes
6,CRITICAL ACCOUNT,NEW CAR,666,above 1000 K USD,4 to 7 YRS,CT,NO,NO,NO,NO,YES,NO,YES,2,2,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,2251,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,YES,1,2,NO,NO,No
30,EXISTING CREDITS PAID BACK,NEW CAR,2150,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,YES,NO,YES,YES,1,3,NO,NO,Yes
24,DELAY IN PAST,FURNITURE,4151,100 to 500 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,2030,UNKNOWN/NONE,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
60,DELAY IN PAST,ELECTRONICS,7418,UNKNOWN/NONE,1 to 4 YRS,PA,NO,YES,NO,NO,YES,NO,YES,1,2,NO,NO,No
24,CRITICAL ACCOUNT,ELECTRONICS,2684,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
12,ALL CREDITS PAID BACK,ELECTRONICS,2149,up to 100 K USD,1 to 4 YRS,NY,YES,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
15,EXISTING CREDITS PAID BACK,USED CAR,3812,100 to 500 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
11,CRITICAL ACCOUNT,ELECTRONICS,1154,100 to 500 K USD,TBD,NY,NO,NO,NO,NO,YES,NO,YES,3,2,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1657,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1603,up to 100 K USD,above 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
18,CRITICAL ACCOUNT,NEW CAR,5302,up to 100 K USD,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,3,4,YES,NO,No
12,CRITICAL ACCOUNT,EDUCATION,2748,up to 100 K USD,above 7 YRS,NJ,NO,NO,NO,NO,NO,YES,NO,3,2,NO,NO,No
10,CRITICAL ACCOUNT,NEW CAR,1231,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,YES,NO,YES,2,2,NO,YES,No
15,EXISTING CREDITS PAID BACK,ELECTRONICS,802,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
36,CRITICAL ACCOUNT,RETRAINING,6304,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1533,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,YES,YES,1,3,YES,NO,No
14,EXISTING CREDITS PAID BACK,NEW CAR,8978,up to 100 K USD,above 7 YRS,PA,YES,NO,NO,NO,NO,NO,YES,1,4,YES,YES,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,999,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,NEW CAR,2662,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,YES,No
12,CRITICAL ACCOUNT,FURNITURE,1402,500 to 1000 K USD,4 to 7 YRS,CT,NO,NO,NO,NO,NO,NO,NO,1,3,YES,NO,No
48,ALL CREDITS PAID BACK,NEW CAR,12169,UNKNOWN/NONE,TBD,NY,NO,YES,YES,NO,NO,NO,NO,1,4,YES,NO,No
48,EXISTING CREDITS PAID BACK,ELECTRONICS,3060,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,YES,NO,YES,2,3,NO,NO,Yes
30,EXISTING CREDITS PAID BACK,OTHER,11998,up to 100 K USD,up to 1 YR,PA,YES,NO,NO,NO,NO,NO,YES,1,2,YES,NO,Yes
9,EXISTING CREDITS PAID BACK,ELECTRONICS,2697,up to 100 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,2404,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1262,UNKNOWN/NONE,above 7 YRS,NJ,YES,NO,NO,NO,NO,NO,YES,1,2,YES,NO,No
6,EXISTING CREDITS PAID BACK,FURNITURE,4611,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1901,100 to 500 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
15,CRITICAL ACCOUNT,USED CAR,3368,above 1000 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,No
12,EXISTING CREDITS PAID BACK,FURNITURE,1574,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
18,ALL CREDITS PAID BACK,ELECTRONICS,1445,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,2,NO,NO,No
15,CRITICAL ACCOUNT,FURNITURE,1520,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,CRITICAL ACCOUNT,NEW CAR,3878,100 to 500 K USD,up to 1 YR,NY,YES,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
47,EXISTING CREDITS PAID BACK,NEW CAR,10722,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,YES,1,2,YES,NO,No
48,EXISTING CREDITS PAID BACK,USED CAR,4788,up to 100 K USD,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
48,DELAY IN PAST,OTHER,7582,100 to 500 K USD,TBD,NJ,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,1092,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,YES,YES,NO,YES,2,3,YES,NO,No
24,DELAY IN PAST,ELECTRONICS,1024,up to 100 K USD,up to 1 YR,NY,NO,NO,NO,NO,YES,YES,YES,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,RETRAINING,1076,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,YES,NO,YES,1,3,YES,YES,No
36,EXISTING CREDITS PAID BACK,USED CAR,9398,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,NO,1,4,YES,NO,Yes
24,CRITICAL ACCOUNT,USED CAR,6419,up to 100 K USD,above 7 YRS,NJ,NO,NO,NO,NO,NO,NO,NO,2,4,YES,NO,No
42,CRITICAL ACCOUNT,USED CAR,4796,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
48,CRITICAL ACCOUNT,RETRAINING,7629,UNKNOWN/NONE,above 7 YRS,NY,YES,NO,NO,NO,NO,YES,YES,2,4,NO,NO,No
48,EXISTING CREDITS PAID BACK,FURNITURE,9960,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
12,EXISTING CREDITS PAID BACK,USED CAR,4675,UNKNOWN/NONE,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
10,EXISTING CREDITS PAID BACK,NEW CAR,1287,UNKNOWN/NONE,above 7 YRS,NY,NO,YES,YES,NO,NO,NO,YES,1,2,NO,YES,No
18,EXISTING CREDITS PAID BACK,FURNITURE,2515,up to 100 K USD,1 to 4 YRS,CT,NO,YES,NO,NO,YES,NO,YES,1,3,YES,NO,No
21,CRITICAL ACCOUNT,FURNITURE,2745,above 1000 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
6,EXISTING CREDITS PAID BACK,NEW CAR,672,up to 100 K USD,TBD,PA,NO,NO,NO,NO,YES,NO,YES,1,1,YES,NO,No
36,NONE TAKEN,ELECTRONICS,3804,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,Yes
24,CRITICAL ACCOUNT,NEW CAR,1344,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,YES,YES,YES,2,2,NO,NO,Yes
10,CRITICAL ACCOUNT,NEW CAR,1038,up to 100 K USD,4 to 7 YRS,NY,NO,YES,YES,NO,NO,NO,YES,2,3,YES,NO,No
48,CRITICAL ACCOUNT,NEW CAR,10127,500 to 1000 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,YES,NO,1,3,NO,NO,Yes
6,EXISTING CREDITS PAID BACK,FURNITURE,1543,above 1000 K USD,1 to 4 YRS,NY,YES,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
30,EXISTING CREDITS PAID BACK,USED CAR,4811,UNKNOWN/NONE,4 to 7 YRS,NJ,NO,NO,NO,NO,NO,YES,NO,1,2,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,727,100 to 500 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,2,YES,NO,Yes
8,EXISTING CREDITS PAID BACK,FURNITURE,1237,up to 100 K USD,1 to 4 YRS,CT,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,Yes
9,EXISTING CREDITS PAID BACK,NEW CAR,276,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,NO,1,2,NO,NO,No
48,EXISTING CREDITS PAID BACK,OTHER,5381,UNKNOWN/NONE,TBD,CT,NO,YES,NO,NO,NO,YES,NO,1,1,YES,NO,No
24,EXISTING CREDITS PAID BACK,FURNITURE,5511,100 to 500 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,FURNITURE,3749,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,NO,NO,YES,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,685,up to 100 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,NO,YES,YES,1,2,NO,NO,Yes
4,EXISTING CREDITS PAID BACK,NEW CAR,1494,UNKNOWN/NONE,up to 1 YR,PA,NO,YES,NO,NO,YES,NO,YES,1,2,NO,YES,No
36,ALL CREDITS PAID BACK,FURNITURE,2746,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,YES,YES,1,3,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,FURNITURE,708,up to 100 K USD,1 to 4 YRS,NJ,NO,YES,NO,YES,NO,NO,YES,1,2,NO,NO,No
24,EXISTING CREDITS PAID BACK,FURNITURE,4351,UNKNOWN/NONE,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,YES,1,2,YES,NO,No
12,CRITICAL ACCOUNT,EDUCATION,701,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
15,DELAY IN PAST,FURNITURE,3643,up to 100 K USD,above 7 YRS,PA,NO,NO,NO,NO,NO,NO,YES,2,2,NO,NO,No
30,CRITICAL ACCOUNT,NEW CAR,4249,up to 100 K USD,TBD,NY,NO,NO,NO,NO,NO,NO,YES,2,4,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,ELECTRONICS,1938,up to 100 K USD,up to 1 YR,NY,YES,NO,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,USED CAR,2910,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,No
18,EXISTING CREDITS PAID BACK,FURNITURE,2659,above 1000 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
18,CRITICAL ACCOUNT,NEW CAR,1028,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,2,3,NO,NO,No
8,CRITICAL ACCOUNT,NEW CAR,3398,up to 100 K USD,4 to 7 YRS,PA,NO,YES,NO,NO,YES,NO,YES,2,2,NO,YES,No
12,CRITICAL ACCOUNT,FURNITURE,5801,UNKNOWN/NONE,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,1525,above 1000 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,3,YES,NO,No
36,EXISTING CREDITS PAID BACK,ELECTRONICS,4473,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
6,EXISTING CREDITS PAID BACK,ELECTRONICS,1068,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
24,CRITICAL ACCOUNT,USED CAR,6615,up to 100 K USD,TBD,NJ,NO,YES,NO,NO,NO,NO,NO,2,4,YES,NO,No
18,CRITICAL ACCOUNT,EDUCATION,1864,100 to 500 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,2,3,NO,NO,Yes
60,EXISTING CREDITS PAID BACK,NEW CAR,7408,100 to 500 K USD,up to 1 YR,NY,NO,NO,NO,NO,NO,NO,YES,1,4,NO,NO,Yes
48,CRITICAL ACCOUNT,USED CAR,11590,100 to 500 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,YES,NO,2,2,NO,NO,Yes
24,NONE TAKEN,FURNITURE,4110,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,YES,NO,2,3,NO,NO,Yes
6,CRITICAL ACCOUNT,FURNITURE,3384,up to 100 K USD,1 to 4 YRS,PA,YES,NO,NO,NO,YES,NO,NO,1,4,YES,NO,Yes
13,EXISTING CREDITS PAID BACK,ELECTRONICS,2101,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,YES,NO,NO,YES,1,2,NO,NO,No
15,EXISTING CREDITS PAID BACK,OTHER,1275,UNKNOWN/NONE,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,Yes
24,EXISTING CREDITS PAID BACK,FURNITURE,4169,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,No
10,EXISTING CREDITS PAID BACK,FURNITURE,1521,up to 100 K USD,1 to 4 YRS,NY,YES,NO,NO,NO,NO,NO,YES,1,2,NO,NO,No
24,CRITICAL ACCOUNT,EDUCATION,5743,up to 100 K USD,up to 1 YR,NJ,NO,NO,NO,NO,NO,NO,NO,2,3,YES,NO,No
21,EXISTING CREDITS PAID BACK,FURNITURE,3599,up to 100 K USD,4 to 7 YRS,PA,NO,NO,NO,NO,NO,NO,NO,1,2,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,3213,500 to 1000 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,RETRAINING,4439,up to 100 K USD,above 7 YRS,PA,NO,YES,YES,NO,YES,YES,YES,1,4,YES,NO,No
10,EXISTING CREDITS PAID BACK,NEW CAR,3949,up to 100 K USD,up to 1 YR,PA,NO,YES,NO,YES,NO,NO,YES,1,2,NO,NO,No
15,CRITICAL ACCOUNT,ELECTRONICS,1459,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,1,2,NO,NO,No
13,CRITICAL ACCOUNT,ELECTRONICS,882,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,YES,YES,NO,YES,2,3,NO,NO,No
24,EXISTING CREDITS PAID BACK,ELECTRONICS,3758,500 to 1000 K USD,TBD,PA,NO,NO,NO,NO,NO,NO,NO,1,1,NO,NO,No
6,DELAY IN PAST,RETRAINING,1743,100 to 500 K USD,1 to 4 YRS,PA,NO,YES,NO,NO,YES,NO,YES,2,2,NO,NO,No
9,CRITICAL ACCOUNT,EDUCATION,1136,above 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,NO,NO,Yes
9,EXISTING CREDITS PAID BACK,OTHER,1236,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,1,3,YES,NO,No
9,EXISTING CREDITS PAID BACK,FURNITURE,959,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,YES,1,3,NO,YES,Yes
18,CRITICAL ACCOUNT,USED CAR,3229,UNKNOWN/NONE,TBD,NJ,NO,YES,NO,NO,NO,NO,YES,1,4,YES,NO,No
12,NONE TAKEN,ELECTRONICS,6199,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,2,3,YES,NO,Yes
10,EXISTING CREDITS PAID BACK,EDUCATION,727,500 to 1000 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,YES,NO,No
24,EXISTING CREDITS PAID BACK,NEW CAR,1246,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,YES,YES,YES,1,2,NO,NO,Yes
12,CRITICAL ACCOUNT,ELECTRONICS,2331,UNKNOWN/NONE,above 7 YRS,PA,NO,YES,YES,NO,YES,NO,YES,1,3,YES,NO,No
36,DELAY IN PAST,ELECTRONICS,4463,up to 100 K USD,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,YES,2,4,YES,NO,Yes
12,EXISTING CREDITS PAID BACK,ELECTRONICS,776,up to 100 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,YES,NO,YES,1,3,NO,NO,No
30,EXISTING CREDITS PAID BACK,FURNITURE,2406,up to 100 K USD,4 to 7 YRS,NY,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,Yes
18,EXISTING CREDITS PAID BACK,EDUCATION,1239,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,ELECTRONICS,3399,UNKNOWN/NONE,above 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,4,NO,NO,No
12,DELAY IN PAST,NEW CAR,2247,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,YES,YES,2,3,YES,NO,No
6,EXISTING CREDITS PAID BACK,FURNITURE,1766,up to 100 K USD,1 to 4 YRS,PA,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,FURNITURE,2473,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,NO,YES,1,1,NO,NO,Yes
12,EXISTING CREDITS PAID BACK,RETRAINING,1542,up to 100 K USD,4 to 7 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
18,CRITICAL ACCOUNT,USED CAR,3850,up to 100 K USD,4 to 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,FURNITURE,3650,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,FURNITURE,3446,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,NO,NO,Yes
18,EXISTING CREDITS PAID BACK,FURNITURE,3001,up to 100 K USD,4 to 7 YRS,NJ,NO,NO,NO,NO,YES,NO,NO,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,NEW CAR,3079,UNKNOWN/NONE,1 to 4 YRS,NY,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,6070,up to 100 K USD,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,YES,2,3,YES,NO,No
10,CRITICAL ACCOUNT,FURNITURE,2146,up to 100 K USD,up to 1 YR,PA,NO,NO,NO,NO,YES,NO,NO,2,3,NO,NO,No
60,CRITICAL ACCOUNT,NEW CAR,13756,UNKNOWN/NONE,above 7 YRS,NJ,NO,YES,NO,NO,NO,YES,NO,1,4,YES,NO,No
60,ALL CREDITS PAID BACK,OTHER,14782,100 to 500 K USD,above 7 YRS,CT,NO,NO,NO,NO,NO,YES,NO,2,4,YES,NO,Yes
48,ALL CREDITS PAID BACK,RETRAINING,7685,up to 100 K USD,4 to 7 YRS,NJ,NO,NO,NO,YES,NO,NO,NO,1,3,NO,NO,Yes
18,DELAY IN PAST,ELECTRONICS,2320,up to 100 K USD,TBD,NJ,NO,NO,NO,NO,YES,NO,YES,2,3,NO,NO,No
7,DELAY IN PAST,ELECTRONICS,846,UNKNOWN/NONE,above 7 YRS,CT,NO,YES,NO,NO,NO,NO,NO,1,3,NO,NO,No
36,EXISTING CREDITS PAID BACK,NEW CAR,14318,up to 100 K USD,above 7 YRS,NY,NO,YES,NO,NO,NO,NO,NO,1,4,YES,NO,Yes
6,CRITICAL ACCOUNT,NEW CAR,362,100 to 500 K USD,1 to 4 YRS,NY,NO,NO,NO,NO,NO,NO,YES,2,2,NO,NO,No
20,EXISTING CREDITS PAID BACK,FURNITURE,2212,UNKNOWN/NONE,4 to 7 YRS,NY,NO,YES,NO,NO,NO,NO,YES,1,3,YES,NO,No
18,EXISTING CREDITS PAID BACK,USED CAR,12976,up to 100 K USD,TBD,CT,NO,NO,NO,NO,NO,NO,NO,1,4,YES,NO,Yes
22,EXISTING CREDITS PAID BACK,NEW CAR,1283,UNKNOWN/NONE,4 to 7 YRS,NY,NO,NO,NO,NO,NO,NO,NO,1,3,NO,NO,No
12,EXISTING CREDITS PAID BACK,NEW CAR,1330,up to 100 K USD,up to 1 YR,NY,NO,YES,NO,NO,YES,NO,YES,1,3,NO,NO,No
30,DELAY IN PAST,RETRAINING,4272,100 to 500 K USD,1 to 4 YRS,NJ,NO,YES,NO,NO,NO,NO,YES,2,2,NO,NO,No
18,CRITICAL ACCOUNT,ELECTRONICS,2238,up to 100 K USD,1 to 4 YRS,NJ,NO,NO,NO,NO,NO,NO,YES,2,3,NO,NO,No
18,EXISTING CREDITS PAID BACK,ELECTRONICS,1126,UNKNOWN/NONE,up to 1 YR,NY,NO,NO,NO,NO,YES,NO,NO,1,3,YES,NO,No
18,CRITICAL ACCOUNT,FURNITURE,7374,up to 100 K USD,TBD,NY,NO,YES,NO,NO,NO,YES,YES,2,4,YES,NO,No
